Date,median of the 100 ensemble member time series,,,
Aug-36,-0.045,,,
Sep-36,-0.108,,,
Oct-36,-0.006,,,
Nov-36,-0.071,,,
Dec-36,-0.014,,,
Jan-37,-0.134,,,
Feb-37,0.039,,,
Mar-37,-0.279,,,
Apr-37,-0.135,,,
May-37,-0.083,,,
Jun-37,-0.006,,,
Jul-37,0.055,,,
Aug-37,0.085,,,
Sep-37,0.115,,,
Oct-37,0.12,,,
Nov-37,0.002,,,
Dec-37,-0.113,,,
Jan-38,0.013,,,
Feb-38,0.017,,,
Mar-38,0.057,,,
Apr-38,0.077,,,
May-38,-0.092,,,
Jun-38,-0.059,,,
Jul-38,-0.044,,,
Aug-38,0.015,,,
Sep-38,0.056,,,
Oct-38,0.141,,,
Nov-38,0.021,,,
Dec-38,-0.296,,,
Jan-39,-0.068,,,
Feb-39,-0.045,,,
Mar-39,-0.271,,,
Apr-39,-0.106,,,
May-39,-0.031,,,
Jun-39,0.062,,,
Jul-39,0.047,,,
Aug-39,0.036,,,
Sep-39,-0.081,,,
Oct-39,-0.278,,,
Nov-39,-0.129,,,
Dec-39,0.229,,,
Jan-40,-0.192,,,
Feb-40,-0.043,,,
Mar-40,-0.119,,,
Apr-40,0.047,,,
May-40,0.019,,,
Jun-40,0.034,,,
Jul-40,0.145,,,
Aug-40,0.043,,,
Sep-40,0.122,,,
Oct-40,0.011,,,
Nov-40,-0.067,,,
Dec-40,0.161,,,
Jan-41,-0.092,,,
Feb-41,-0.017,,,
Mar-41,-0.136,,,
Apr-41,0.019,,,
May-41,-0.022,,,
Jun-41,0.119,,,
Jul-41,0.122,,,
Aug-41,0.024,,,
Sep-41,-0.135,,,
Oct-41,0.216,,,
Nov-41,0.051,,,
Dec-41,0.095,,,
Jan-42,0.206,,,
Feb-42,-0.088,,,
Mar-42,-0.09,,,
Apr-42,-0.065,,,
May-42,-0.019,,,
Jun-42,0.034,,,
Jul-42,-0.081,,,
Aug-42,-0.067,,,
Sep-42,0.002,,,
Oct-42,-0.084,,,
Nov-42,-0.066,,,
Dec-42,0,,,
Jan-43,-0.214,,,
Feb-43,0.068,,,
Mar-43,-0.204,,,
Apr-43,-0.003,,,
May-43,-0.018,,,
Jun-43,-0.096,,,
Jul-43,0.003,,,
Aug-43,-0.009,,,
Sep-43,-0.025,,,
Oct-43,0.229,,,
Nov-43,0.014,,,
Dec-43,0.191,,,
Jan-44,0.281,,,
Feb-44,0.125,,,
Mar-44,0.135,,,
Apr-44,0.046,,,
May-44,0.057,,,
Jun-44,0.152,,,
Jul-44,0.22,,,
Aug-44,0.236,,,
Sep-44,0.293,,,
Oct-44,0.209,,,
Nov-44,0.007,,,
Dec-44,-0.034,,,
Jan-45,-0.01,,,
Feb-45,-0.103,,,
Mar-45,-0.048,,,
Apr-45,0.168,,,
May-45,-0.108,,,
Jun-45,-0.003,,,
Jul-45,-0.084,,,
Aug-45,0.364,,,
Sep-45,0.161,,,
Oct-45,0.173,,,
Nov-45,-0.012,,,
Dec-45,-0.202,,,
Jan-46,0.096,,,
Feb-46,0.039,,,
Mar-46,-0.062,,,
Apr-46,0.139,,,
May-46,-0.11,,,
Jun-46,-0.255,,,
Jul-46,-0.043,,,
Aug-46,-0.147,,,
Sep-46,-0.015,,,
Oct-46,-0.052,,,
Nov-46,-0.094,,,
Dec-46,-0.361,,,
Jan-47,-0.113,,,
Feb-47,-0.174,,,
Mar-47,-0.064,,,
Apr-47,0.089,,,
May-47,-0.057,,,
Jun-47,0.004,,,
Jul-47,-0.003,,,
Aug-47,-0.04,,,
Sep-47,-0.068,,,
Oct-47,0.068,,,
Nov-47,0.047,,,
Dec-47,-0.175,,,
Jan-48,0.089,,,
Feb-48,-0.123,,,
Mar-48,-0.178,,,
Apr-48,-0.045,,,
May-48,0.101,,,
Jun-48,0.069,,,
Jul-48,-0.104,,,
Aug-48,-0.003,,,
Sep-48,-0.056,,,
Oct-48,0.022,,,
Nov-48,-0.059,,,
Dec-48,-0.198,,,
Jan-49,0.149,,,
Feb-49,-0.144,,,
Mar-49,-0.175,,,
Apr-49,0.004,,,
May-49,-0.053,,,
Jun-49,-0.184,,,
Jul-49,-0.099,,,
Aug-49,-0.042,,,
Sep-49,-0.079,,,
Oct-49,-0.034,,,
Nov-49,-0.081,,,
Dec-49,-0.19,,,
Jan-50,-0.318,,,
Feb-50,-0.25,,,
Mar-50,-0.181,,,
Apr-50,-0.173,,,
May-50,-0.094,,,
Jun-50,-0.076,,,
Jul-50,-0.044,,,
Aug-50,-0.12,,,
Sep-50,-0.106,,,
Oct-50,-0.129,,,
Nov-50,-0.391,,,
Dec-50,-0.25,,,
Jan-51,-0.354,,,
Feb-51,-0.461,,,
Mar-51,-0.293,,,
Apr-51,-0.108,,,
May-51,-0.015,,,
Jun-51,0.033,,,
Jul-51,0.041,,,
Aug-51,0.135,,,
Sep-51,0.091,,,
Oct-51,0.135,,,
Nov-51,-0.035,,,
Dec-51,0.18,,,
Jan-52,0.184,,,
Feb-52,0.13,,,
Mar-52,-0.131,,,
Apr-52,0.053,,,
May-52,0.036,,,
Jun-52,0.039,,,
Jul-52,0.1,,,
Aug-52,0.093,,,
Sep-52,0.1,,,
Oct-52,-0.007,,,
Nov-52,-0.186,,,
Dec-52,-0.062,,,
Jan-53,0.064,,,
Feb-53,0.147,,,
Mar-53,0.126,,,
Apr-53,0.191,,,
May-53,0.138,,,
Jun-53,0.167,,,
Jul-53,0.048,,,
Aug-53,0.099,,,
Sep-53,0.077,,,
Oct-53,0.073,,,
Nov-53,-0.067,,,
Dec-53,0.091,,,
Jan-54,-0.237,,,
Feb-54,-0.086,,,
Mar-54,-0.153,,,
Apr-54,-0.145,,,
May-54,-0.205,,,
Jun-54,-0.126,,,
Jul-54,-0.199,,,
Aug-54,-0.093,,,
Sep-54,-0.086,,,
Oct-54,-0.03,,,
Nov-54,0.022,,,
Dec-54,-0.232,,,
Jan-55,0.124,,,
Feb-55,-0.168,,,
Mar-55,-0.405,,,
Apr-55,-0.246,,,
May-55,-0.232,,,
Jun-55,-0.163,,,
Jul-55,-0.199,,,
Aug-55,-0.062,,,
Sep-55,-0.114,,,
Oct-55,-0.166,,,
Nov-55,-0.316,,,
Dec-55,-0.337,,,
Jan-56,-0.247,,,
Feb-56,-0.346,,,
Mar-56,-0.315,,,
Apr-56,-0.335,,,
May-56,-0.28,,,
Jun-56,-0.23,,,
Jul-56,-0.206,,,
Aug-56,-0.25,,,
Sep-56,-0.283,,,
Oct-56,-0.233,,,
Nov-56,-0.262,,,
Dec-56,-0.209,,,
Jan-57,-0.167,,,
Feb-57,-0.131,,,
Mar-57,-0.188,,,
Apr-57,-0.064,,,
May-57,0.049,,,
Jun-57,0.082,,,
Jul-57,0,,,
Aug-57,0.093,,,
Sep-57,0.037,,,
Oct-57,-0.015,,,
Nov-57,0.055,,,
Dec-57,0.151,,,
Jan-58,0.267,,,
Feb-58,0.184,,,
Mar-58,0.001,,,
Apr-58,0.035,,,
May-58,0.032,,,
Jun-58,-0.015,,,
Jul-58,0.041,,,
Aug-58,0.004,,,
Sep-58,-0.053,,,
Oct-58,0.014,,,
Nov-58,0.011,,,
Dec-58,0.03,,,
Jan-59,0.087,,,
Feb-59,0.033,,,
Mar-59,0.079,,,
Apr-59,0.046,,,
May-59,-0.01,,,
Jun-59,0.062,,,
Jul-59,0.03,,,
Aug-59,0.047,,,
Sep-59,0.041,,,
Oct-59,-0.034,,,
Nov-59,-0.111,,,
Dec-59,-0.069,,,
Jan-60,-0.032,,,
Feb-60,0.104,,,
Mar-60,-0.314,,,
Apr-60,-0.176,,,
May-60,-0.156,,,
Jun-60,-0.03,,,
Jul-60,-0.028,,,
Aug-60,0.008,,,
Sep-60,0.064,,,
Oct-60,-0.027,,,
Nov-60,-0.149,,,
Dec-60,0.146,,,
Jan-61,0.045,,,
Feb-61,0.177,,,
Mar-61,0.093,,,
Apr-61,0.096,,,
May-61,0.092,,,
Jun-61,0.111,,,
Jul-61,0.019,,,
Aug-61,0.033,,,
Sep-61,-0.029,,,
Oct-61,-0.033,,,
Nov-61,-0.018,,,
Dec-61,-0.117,,,
Jan-62,0.053,,,
Feb-62,0.135,,,
Mar-62,0.028,,,
Apr-62,0.024,,,
May-62,-0.047,,,
Jun-62,-0.052,,,
Jul-62,0.018,,,
Aug-62,-0.005,,,
Sep-62,-0.017,,,
Oct-62,0.042,,,
Nov-62,0.01,,,
Dec-62,-0.012,,,
Jan-63,-0.045,,,
Feb-63,0.148,,,
Mar-63,-0.147,,,
Apr-63,-0.069,,,
May-63,-0.022,,,
Jun-63,-0.033,,,
Jul-63,0.111,,,
Aug-63,0.126,,,
Sep-63,0.127,,,
Oct-63,0.225,,,
Nov-63,0.164,,,
Dec-63,-0.006,,,
Jan-64,-0.053,,,
Feb-64,-0.127,,,
Mar-64,-0.278,,,
Apr-64,-0.246,,,
May-64,-0.177,,,
Jun-64,-0.161,,,
Jul-64,-0.172,,,
Aug-64,-0.256,,,
Sep-64,-0.282,,,
Oct-64,-0.267,,,
Nov-64,-0.295,,,
Dec-64,-0.353,,,
Jan-65,-0.106,,,
Feb-65,-0.249,,,
Mar-65,-0.218,,,
Apr-65,-0.255,,,
May-65,-0.162,,,
Jun-65,-0.11,,,
Jul-65,-0.183,,,
Aug-65,-0.106,,,
Sep-65,-0.088,,,
Oct-65,-0.024,,,
Nov-65,-0.13,,,
Dec-65,-0.065,,,
Jan-66,-0.094,,,
Feb-66,-0.093,,,
Mar-66,-0.067,,,
Apr-66,-0.105,,,
May-66,-0.138,,,
Jun-66,0.038,,,
Jul-66,0.03,,,
Aug-66,-0.017,,,
Sep-66,-0.038,,,
Oct-66,-0.104,,,
Nov-66,-0.095,,,
Dec-66,-0.14,,,
Jan-67,-0.172,,,
Feb-67,-0.237,,,
Mar-67,-0.05,,,
Apr-67,-0.063,,,
May-67,0.076,,,
Jun-67,-0.081,,,
Jul-67,-0.063,,,
Aug-67,-0.061,,,
Sep-67,-0.093,,,
Oct-67,0.062,,,
Nov-67,-0.059,,,
Dec-67,-0.147,,,
Jan-68,-0.241,,,
Feb-68,-0.212,,,
Mar-68,0.036,,,
Apr-68,-0.169,,,
May-68,-0.218,,,
Jun-68,-0.107,,,
Jul-68,-0.102,,,
Aug-68,-0.059,,,
Sep-68,-0.086,,,
Oct-68,-0.021,,,
Nov-68,-0.071,,,
Dec-68,-0.11,,,
Jan-69,-0.172,,,
Feb-69,-0.168,,,
Mar-69,-0.005,,,
Apr-69,0.106,,,
May-69,0.132,,,
Jun-69,0.025,,,
Jul-69,0.038,,,
Aug-69,0.054,,,
Sep-69,0.019,,,
Oct-69,0.031,,,
Nov-69,0.131,,,
Dec-69,0.194,,,
Jan-70,0.07,,,
Feb-70,0.144,,,
Mar-70,-0.069,,,
Apr-70,0.056,,,
May-70,-0.036,,,
Jun-70,-0.015,,,
Jul-70,-0.05,,,
Aug-70,-0.093,,,
Sep-70,-0.04,,,
Oct-70,-0.075,,,
Nov-70,-0.05,,,
Dec-70,-0.166,,,
Jan-71,-0.102,,,
Feb-71,-0.289,,,
Mar-71,-0.282,,,
Apr-71,-0.237,,,
May-71,-0.214,,,
Jun-71,-0.235,,,
Jul-71,-0.13,,,
Aug-71,-0.168,,,
Sep-71,-0.124,,,
Oct-71,-0.165,,,
Nov-71,-0.086,,,
Dec-71,-0.199,,,
Jan-72,-0.379,,,
Feb-72,-0.291,,,
Mar-72,-0.132,,,
Apr-72,-0.077,,,
May-72,-0.065,,,
Jun-72,0.008,,,
Jul-72,-0.017,,,
Aug-72,0.016,,,
Sep-72,-0.053,,,
Oct-72,0.007,,,
Nov-72,0.002,,,
Dec-72,0.187,,,
Jan-73,0.147,,,
Feb-73,0.278,,,
Mar-73,0.226,,,
Apr-73,0.162,,,
May-73,0.085,,,
Jun-73,0.11,,,
Jul-73,0.026,,,
Aug-73,0.017,,,
Sep-73,-0.042,,,
Oct-73,-0.047,,,
Nov-73,-0.099,,,
Dec-73,-0.113,,,
Jan-74,-0.372,,,
Feb-74,-0.41,,,
Mar-74,-0.229,,,
Apr-74,-0.18,,,
May-74,-0.196,,,
Jun-74,-0.153,,,
Jul-74,-0.127,,,
Aug-74,-0.083,,,
Sep-74,-0.129,,,
Oct-74,-0.22,,,
Nov-74,-0.217,,,
Dec-74,-0.242,,,
Jan-75,-0.075,,,
Feb-75,-0.093,,,
Mar-75,-0.077,,,
Apr-75,-0.09,,,
May-75,-0.086,,,
Jun-75,-0.086,,,
Jul-75,-0.11,,,
Aug-75,-0.18,,,
Sep-75,-0.126,,,
Oct-75,-0.234,,,
Nov-75,-0.319,,,
Dec-75,-0.309,,,
Jan-76,-0.233,,,
Feb-76,-0.329,,,
Mar-76,-0.445,,,
Apr-76,-0.195,,,
May-76,-0.317,,,
Jun-76,-0.25,,,
Jul-76,-0.182,,,
Aug-76,-0.202,,,
Sep-76,-0.162,,,
Oct-76,-0.316,,,
Nov-76,-0.18,,,
Dec-76,-0.087,,,
Jan-77,-0.074,,,
Feb-77,0.077,,,
Mar-77,0.102,,,
Apr-77,0.094,,,
May-77,0.072,,,
Jun-77,0.112,,,
Jul-77,0.065,,,
Aug-77,-0.001,,,
Sep-77,0.033,,,
Oct-77,-0.005,,,
Nov-77,0.141,,,
Dec-77,-0.051,,,
Jan-78,0.017,,,
Feb-78,-0.035,,,
Mar-78,0.028,,,
Apr-78,-0.061,,,
May-78,-0.085,,,
Jun-78,-0.135,,,
Jul-78,-0.066,,,
Aug-78,-0.185,,,
Sep-78,-0.054,,,
Oct-78,-0.112,,,
Nov-78,0.046,,,
Dec-78,-0.098,,,
Jan-79,-0.029,,,
Feb-79,-0.138,,,
Mar-79,0.016,,,
Apr-79,-0.05,,,
May-79,-0.033,,,
Jun-79,0.058,,,
Jul-79,0.054,,,
Aug-79,0.083,,,
Sep-79,0.092,,,
Oct-79,0.135,,,
Nov-79,0.146,,,
Dec-79,0.355,,,
Jan-80,0.134,,,
Feb-80,0.217,,,
Mar-80,0.069,,,
Apr-80,0.144,,,
May-80,0.142,,,
Jun-80,0.07,,,
Jul-80,0.061,,,
Aug-80,0.038,,,
Sep-80,0.039,,,
Oct-80,0.011,,,
Nov-80,0.129,,,
Dec-80,0.055,,,
Jan-81,0.329,,,
Feb-81,0.197,,,
Mar-81,0.208,,,
Apr-81,0.131,,,
May-81,0.066,,,
Jun-81,0.125,,,
Jul-81,0.089,,,
Aug-81,0.121,,,
Sep-81,0.072,,,
Oct-81,0.004,,,
Nov-81,0.072,,,
Dec-81,0.265,,,
Jan-82,-0.045,,,
Feb-82,0.006,,,
Mar-82,-0.129,,,
Apr-82,0.029,,,
May-82,0.04,,,
Jun-82,-0.055,,,
Jul-82,-0.016,,,
Aug-82,-0.009,,,
Sep-82,0.075,,,
Oct-82,0.006,,,
Nov-82,-0.009,,,
Dec-82,0.25,,,
Jan-83,0.428,,,
Feb-83,0.313,,,
Mar-83,0.213,,,
Apr-83,0.12,,,
May-83,0.137,,,
Jun-83,0.134,,,
Jul-83,0.152,,,
Aug-83,0.2,,,
Sep-83,0.188,,,
Oct-83,0.099,,,
Nov-83,0.256,,,
Dec-83,0.089,,,
Jan-84,0.118,,,
Feb-84,0.013,,,
Mar-84,0.049,,,
Apr-84,-0.046,,,
May-84,0.092,,,
Jun-84,-0.015,,,
Jul-84,-0.037,,,
Aug-84,0.041,,,
Sep-84,0.033,,,
Oct-84,-0.022,,,
Nov-84,-0.121,,,
Dec-84,-0.274,,,
Jan-85,0.011,,,
Feb-85,-0.133,,,
Mar-85,-0.026,,,
Apr-85,-0.04,,,
May-85,-0.003,,,
Jun-85,-0.061,,,
Jul-85,-0.06,,,
Aug-85,0.026,,,
Sep-85,-0.032,,,
Oct-85,0.018,,,
Nov-85,-0.072,,,
Dec-85,0.014,,,
Jan-86,0.124,,,
Feb-86,0.09,,,
Mar-86,0.075,,,
Apr-86,0.078,,,
May-86,0.045,,,
Jun-86,0.049,,,
Jul-86,-0.002,,,
Aug-86,0.002,,,
Sep-86,0.011,,,
Oct-86,0.066,,,
Nov-86,-0.007,,,
Dec-86,0.01,,,
Jan-87,0.112,,,
Feb-87,0.302,,,
Mar-87,0.022,,,
Apr-87,0.095,,,
May-87,0.148,,,
Jun-87,0.127,,,
Jul-87,0.269,,,
Aug-87,0.237,,,
Sep-87,0.274,,,
Oct-87,0.204,,,
Nov-87,0.197,,,
Dec-87,0.322,,,
Jan-88,0.388,,,
Feb-88,0.233,,,
Mar-88,0.262,,,
Apr-88,0.225,,,
May-88,0.211,,,
Jun-88,0.221,,,
Jul-88,0.173,,,
Aug-88,0.176,,,
Sep-88,0.183,,,
Oct-88,0.139,,,
Nov-88,0.027,,,
Dec-88,0.146,,,
Jan-89,0.012,,,
Feb-89,0.149,,,
Mar-89,0.136,,,
Apr-89,0.081,,,
May-89,0.079,,,
Jun-89,0.074,,,
Jul-89,0.156,,,
Aug-89,0.177,,,
Sep-89,0.142,,,
Oct-89,0.151,,,
Nov-89,0.06,,,
Dec-89,0.201,,,
Jan-90,0.217,,,
Feb-90,0.307,,,
Mar-90,0.562,,,
Apr-90,0.366,,,
May-90,0.278,,,
Jun-90,0.277,,,
Jul-90,0.231,,,
Aug-90,0.25,,,
Sep-90,0.178,,,
Oct-90,0.332,,,
Nov-90,0.318,,,
Dec-90,0.248,,,
Jan-91,0.288,,,
Feb-91,0.298,,,
Mar-91,0.198,,,
Apr-91,0.383,,,
May-91,0.303,,,
Jun-91,0.306,,,
Jul-91,0.307,,,
Aug-91,0.258,,,
Sep-91,0.243,,,
Oct-91,0.191,,,
Nov-91,0.16,,,
Dec-91,0.12,,,
Jan-92,0.367,,,
Feb-92,0.319,,,
Mar-92,0.258,,,
Apr-92,0.137,,,
May-92,0.173,,,
Jun-92,0.13,,,
Jul-92,-0.016,,,
Aug-92,0.007,,,
Sep-92,-0.064,,,
Oct-92,-0.048,,,
Nov-92,-0.084,,,
Dec-92,0.082,,,
Jan-93,0.307,,,
Feb-93,0.253,,,
Mar-93,0.239,,,
Apr-93,0.131,,,
May-93,0.178,,,
Jun-93,0.179,,,
Jul-93,0.131,,,
Aug-93,0.097,,,
Sep-93,0.07,,,
Oct-93,0.109,,,
Nov-93,-0.036,,,
Dec-93,0.129,,,
Jan-94,0.182,,,
Feb-94,-0.048,,,
Mar-94,0.222,,,
Apr-94,0.21,,,
May-94,0.268,,,
Jun-94,0.262,,,
Jul-94,0.17,,,
Aug-94,0.186,,,
Sep-94,0.19,,,
Oct-94,0.311,,,
Nov-94,0.314,,,
Dec-94,0.246,,,
Jan-95,0.421,,,
Feb-95,0.601,,,
Mar-95,0.322,,,
Apr-95,0.285,,,
May-95,0.218,,,
Jun-95,0.312,,,
Jul-95,0.331,,,
Aug-95,0.357,,,
Sep-95,0.263,,,
Oct-95,0.336,,,
Nov-95,0.324,,,
Dec-95,0.132,,,
Jan-96,0.116,,,
Feb-96,0.323,,,
Mar-96,0.186,,,
Apr-96,0.13,,,
May-96,0.224,,,
Jun-96,0.168,,,
Jul-96,0.221,,,
Aug-96,0.207,,,
Sep-96,0.104,,,
Oct-96,0.132,,,
Nov-96,0.146,,,
Dec-96,0.232,,,
Jan-97,0.211,,,
Feb-97,0.313,,,
Mar-97,0.344,,,
Apr-97,0.266,,,
May-97,0.286,,,
Jun-97,0.411,,,
Jul-97,0.373,,,
Aug-97,0.44,,,
Sep-97,0.479,,,
Oct-97,0.558,,,
Nov-97,0.501,,,
Dec-97,0.503,,,
Jan-98,0.489,,,
Feb-98,0.763,,,
Mar-98,0.549,,,
Apr-98,0.65,,,
May-98,0.582,,,
Jun-98,0.591,,,
Jul-98,0.673,,,
Aug-98,0.605,,,
Sep-98,0.4,,,
Oct-98,0.407,,,
Nov-98,0.298,,,
Dec-98,0.472,,,
Jan-99,0.347,,,
Feb-99,0.583,,,
Mar-99,0.226,,,
Apr-99,0.324,,,
May-99,0.245,,,
Jun-99,0.273,,,
Jul-99,0.288,,,
Aug-99,0.228,,,
Sep-99,0.305,,,
Oct-99,0.253,,,
Nov-99,0.241,,,
Dec-99,0.37,,,
Jan-00,0.224,,,
Feb-00,0.449,,,
Mar-00,0.382,,,
Apr-00,0.479,,,
May-00,0.279,,,
Jun-00,0.27,,,
Jul-00,0.261,,,
Aug-00,0.353,,,
Sep-00,0.312,,,
Oct-00,0.225,,,
Nov-00,0.16,,,
Dec-00,0.157,,,
Jan-01,0.357,,,
Feb-01,0.319,,,
Mar-01,0.51,,,
Apr-01,0.462,,,
May-01,0.418,,,
Jun-01,0.419,,,
Jul-01,0.464,,,
Aug-01,0.505,,,
Sep-01,0.431,,,
Oct-01,0.421,,,
Nov-01,0.613,,,
Dec-01,0.383,,,
Jan-02,0.654,,,
Feb-02,0.703,,,
Mar-02,0.701,,,
Apr-02,0.46,,,
May-02,0.427,,,
Jun-02,0.471,,,
Jul-02,0.491,,,
Aug-02,0.453,,,
Sep-02,0.424,,,
Oct-02,0.411,,,
Nov-02,0.45,,,
Dec-02,0.325,,,
Jan-03,0.6,,,
Feb-03,0.459,,,
Mar-03,0.45,,,
Apr-03,0.437,,,
May-03,0.473,,,
Jun-03,0.454,,,
Jul-03,0.475,,,
Aug-03,0.549,,,
Sep-03,0.536,,,
Oct-03,0.612,,,
Nov-03,0.457,,,
Dec-03,0.589,,,
Jan-04,0.507,,,
Feb-04,0.613,,,
Mar-04,0.532,,,
Apr-04,0.477,,,
May-04,0.311,,,
Jun-04,0.322,,,
Jul-04,0.359,,,
Aug-04,0.394,,,
Sep-04,0.438,,,
Oct-04,0.464,,,
Nov-04,0.604,,,
Dec-04,0.355,,,
Jan-05,0.549,,,
Feb-05,0.396,,,
Mar-05,0.565,,,
Apr-05,0.611,,,
May-05,0.518,,,
Jun-05,0.552,,,
Jul-05,0.547,,,
Aug-05,0.538,,,
Sep-05,0.574,,,
Oct-05,0.614,,,
Nov-05,0.627,,,
Dec-05,0.462,,,
Jan-06,0.383,,,
Feb-06,0.571,,,
Mar-06,0.461,,,
Apr-06,0.407,,,
May-06,0.405,,,
Jun-06,0.518,,,
Jul-06,0.486,,,
Aug-06,0.535,,,
Sep-06,0.503,,,
Oct-06,0.569,,,
Nov-06,0.54,,,
Dec-06,0.691,,,
Jan-07,0.828,,,
Feb-07,0.567,,,
Mar-07,0.517,,,
Apr-07,0.587,,,
May-07,0.448,,,
Jun-07,0.42,,,
Jul-07,0.439,,,
Aug-07,0.44,,,
Sep-07,0.455,,,
Oct-07,0.467,,,
Nov-07,0.391,,,
Dec-07,0.341,,,
Jan-08,0.158,,,
Feb-08,0.235,,,
Mar-08,0.559,,,
Apr-08,0.327,,,
May-08,0.34,,,
Jun-08,0.365,,,
Jul-08,0.451,,,
Aug-08,0.432,,,
Sep-08,0.407,,,
Oct-08,0.546,,,
Nov-08,0.526,,,
Dec-08,0.395,,,
Jan-09,0.478,,,
Feb-09,0.443,,,
Mar-09,0.404,,,
Apr-09,0.511,,,
May-09,0.441,,,
Jun-09,0.546,,,
Jul-09,0.536,,,
Aug-09,0.586,,,
Sep-09,0.567,,,
Oct-09,0.516,,,
Nov-09,0.55,,,
Dec-09,0.484,,,
Jan-10,0.56,,,
Feb-10,0.592,,,
Mar-10,0.682,,,
Apr-10,0.689,,,
May-10,0.592,,,
Jun-10,0.585,,,
Jul-10,0.615,,,
Aug-10,0.539,,,
Sep-10,0.448,,,
Oct-10,0.497,,,
Nov-10,0.592,,,
Dec-10,0.334,,,
Jan-11,0.315,,,
Feb-11,0.324,,,
Mar-11,0.42,,,
Apr-11,0.491,,,
May-11,0.393,,,
Jun-11,0.494,,,
Jul-11,0.511,,,
Aug-11,0.491,,,
Sep-11,0.446,,,
Oct-11,0.458,,,
Nov-11,0.353,,,
Dec-11,0.402,,,
Jan-12,0.31,,,
Feb-12,0.301,,,
Mar-12,0.36,,,
Apr-12,0.574,,,
May-12,0.573,,,
Jun-12,0.556,,,
Jul-12,0.507,,,
Aug-12,0.536,,,
Sep-12,0.556,,,
Oct-12,0.556,,,
Nov-12,0.55,,,
Dec-12,0.271,,,
Jan-13,0.471,,,
Feb-13,0.498,,,
Mar-13,0.421,,,
Apr-13,0.45,,,
May-13,0.525,,,
Jun-13,0.501,,,
Jul-13,0.518,,,
Aug-13,0.541,,,
Sep-13,0.546,,,
Oct-13,0.516,,,
Nov-13,0.66,,,
Dec-13,0.532,,,
Jan-14,0.534,,,
Feb-14,0.327,,,
Mar-14,0.584,,,
Apr-14,0.667,,,
May-14,0.608,,,
Jun-14,0.625,,,
Jul-14,0.544,,,
Aug-14,0.677,,,
Sep-14,0.601,,,
Oct-14,0.635,,,
Nov-14,0.504,,,
Dec-14,0.655,,,
Jan-15,0.705,,,
Feb-15,0.689,,,
Mar-15,0.708,,,
Apr-15,0.673,,,
May-15,0.711,,,
Jun-15,0.743,,,
Jul-15,0.697,,,
Aug-15,0.74,,,
Sep-15,0.796,,,
Oct-15,0.845,,,
Nov-15,0.84,,,
Dec-15,1.024,,,
Jan-16,0.934,,,
Feb-16,1.111,,,
Mar-16,1.106,,,
Apr-16,0.937,,,
May-16,0.707,,,
Jun-16,0.744,,,
Jul-16,0.744,,,
Aug-16,0.79,,,
Sep-16,0.729,,,
Oct-16,0.598,,,
Nov-16,0.553,,,
Dec-16,0.62,,,
Jan-17,0.739,,,
Feb-17,0.845,,,
Mar-17,0.873,,,
Apr-17,0.737,,,
May-17,0.659,,,
Jun-17,0.641,,,
Jul-17,0.651,,,
Aug-17,0.714,,,
Sep-17,0.557,,,
Oct-17,0.571,,,
Nov-17,0.554,,,
Dec-17,0.6,,,
Jan-18,0.554,,,
Feb-18,0.528,,,
Mar-18,0.615,,,
Apr-18,0.627,,,
May-18,0.587,,,
Jun-18,0.573,,,
Jul-18,0.594,,,
Aug-18,0.586,,,
Sep-18,0.598,,,
Oct-18,0.678,,,
Nov-18,0.59,,,
Dec-18,0.638,,,
Jan-19,0.738,,,
Feb-19,0.662,,,
Mar-19,0.874,,,
Apr-19,0.78,,,
May-19,0.61,,,
Jun-19,0.708,,,
Jul-19,0.706,,,
Aug-19,0.719,,,
Sep-19,0.713,,,
Oct-19,0.752,,,
Nov-19,0.693,,,
Dec-19,0.88,,,
Jan-20,0.982,,,
Feb-20,0.999,,,
